"Subject" "Activity" "tBodyAccMag-std()" "tBodyAccMag-min()" "tGravityAccMag-std()" "tGravityAccMag-min()" "tBodyAccJerkMag-std()" "tBodyAccJerkMag-min()" "tBodyGyroMag-std()" "tBodyGyroMag-min()" "tBodyGyroJerkMag-std()" "tBodyGyroJerkMag-min()" "fBodyAccMag-std()" "fBodyAccMag-min()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-min()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-min()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-min()"
"6259" 19 "SITTING" -0.99090853 -0.99057852 -0.99090853 -0.99057852 -0.99527907 -0.97795375 -0.98313976 -0.9854339 -0.99449985 -0.99256085 -0.98966874 -0.99914272 -0.99703277 -0.97552795 -0.98338118 -0.99657173 -0.99515867 -0.9982274
"6260" 12 "SITTING" -0.98005992 -0.99341395 -0.98005992 -0.99341395 -0.98846816 -0.95859918 -0.97343489 -0.98436375 -0.98859986 -0.97801487 -0.9827465 -0.98480343 -0.98919807 -0.98443391 -0.9761538 -0.98709045 -0.9899081 -0.99351711
"6261" 11 "SITTING" -0.99249372 -0.98619396 -0.99249372 -0.98619396 -0.99283222 -0.9772121 -0.98877026 -0.99176678 -0.99390558 -0.98391815 -0.9930957 -0.99412777 -0.99060916 -0.98901551 -0.98988376 -0.99937114 -0.9945654 -0.99194194
"6262" 12 "SITTING" -0.97362609 -0.98712474 -0.97362609 -0.98712474 -0.99289609 -0.98701246 -0.97868074 -0.97966245 -0.98990247 -0.99148429 -0.9747474 -0.9985388 -0.99429894 -0.99319986 -0.98024029 -0.98222063 -0.992078 -0.99545632
"6263" 28 "SITTING" -0.95725589 -0.98737499 -0.95725589 -0.98737499 -0.984771 -0.98202827 -0.95745457 -0.99039597 -0.98390017 -0.98209631 -0.95752754 -0.99245287 -0.98516151 -0.96640452 -0.95910658 -0.99665258 -0.98623365 -0.98896609
"6264" 22 "SITTING" -0.99382541 -0.99202547 -0.99382541 -0.99202547 -0.9951696 -0.98171144 -0.99361069 -0.99277965 -0.99608737 -0.99330396 -0.99396403 -0.99201884 -0.99430371 -0.99738039 -0.99391738 -0.99162937 -0.99571755 -0.99800292
"6265" 12 "SITTING" -0.96955781 -0.9931901 -0.96955781 -0.9931901 -0.98598243 -0.98330391 -0.96706293 -0.99095973 -0.98114185 -0.99139039 -0.96980686 -0.99494713 -0.98565774 -0.97782591 -0.97094587 -0.99667643 -0.98234193 -0.98520649
"6266" 29 "SITTING" -0.9948089 -0.99869602 -0.9948089 -0.99869602 -0.99493176 -0.98532114 -0.99432957 -0.99322715 -0.99816528 -0.99664312 -0.99450811 -0.99462395 -0.99426433 -0.98503328 -0.99445718 -0.99386993 -0.9980097 -0.99712912
"6267" 23 "SITTING" -0.9857827 -0.98618178 -0.9857827 -0.98618178 -0.98972996 -0.99201465 -0.97405499 -0.97230462 -0.98682582 -0.98525959 -0.98711391 -0.99695082 -0.99238647 -0.98167413 -0.97559854 -0.98979215 -0.98818268 -0.99682947
"6268" 19 "SITTING" -0.54624612 -0.9109831 -0.54624612 -0.9109831 -0.95352732 -0.98134959 -0.7842856 0.05986198 -0.97956818 -0.98602609 -0.57045508 -0.38830892 -0.9506576 -0.99172189 -0.79181987 -0.68267033 -0.97768343 -0.99708561
"6269" 5 "SITTING" -0.94022286 -0.98977787 -0.94022286 -0.98977787 -0.98352065 -0.96543431 -0.97150401 -0.97417956 -0.98622427 -0.98134212 -0.94385484 -0.99129979 -0.98487326 -0.95947974 -0.9709234 -0.99277691 -0.98775945 -0.9827993
"6270" 5 "SITTING" -0.9864117 -0.99334821 -0.9864117 -0.99334821 -0.99042954 -0.984402 -0.98867821 -0.95984905 -0.98817432 -0.98835091 -0.98719725 -0.98076946 -0.99069871 -0.97349554 -0.98939404 -0.9927241 -0.98733534 -0.99770108
"6271" 6 "SITTING" -0.9794364 -0.99735234 -0.9794364 -0.99735234 -0.98657798 -0.97269023 -0.9776716 -0.96237237 -0.98703577 -0.97535181 -0.98217784 -0.99044192 -0.98792242 -0.97340223 -0.98036711 -0.99364555 -0.98986358 -0.98277617
"6272" 11 "SITTING" -0.99230643 -0.99387873 -0.99230643 -0.99387873 -0.9935341 -0.99205209 -0.95758493 -0.98027217 -0.99917493 -0.99209566 -0.99291198 -0.99734788 -0.99470564 -0.98822906 -0.95464256 -0.96160922 -0.99920676 -0.99879225
"6273" 19 "SITTING" -0.98791622 -0.99057852 -0.98791622 -0.99057852 -0.99641266 -0.97624372 -0.98044461 -0.98452914 -0.99323695 -0.99256085 -0.98673622 -0.99569742 -0.99543412 -0.99180085 -0.98031669 -0.9967442 -0.99322754 -0.9956045
"6274" 6 "SITTING" -0.8412764 -0.98907607 -0.8412764 -0.98907607 -0.82676971 -0.97540001 -0.80719157 -0.94072744 -0.807211 -0.97041894 -0.86617726 -0.96969832 -0.81767126 -0.91830369 -0.83708606 -0.92717532 -0.83603739 -0.81210254
"6275" 6 "SITTING" -0.94597066 -0.98907607 -0.94597066 -0.98907607 -0.96925039 -0.97540001 -0.96463653 -0.96754346 -0.97806678 -0.97041894 -0.95195755 -0.97637369 -0.97122828 -0.97892394 -0.96995498 -0.97239915 -0.98176198 -0.99323685
"6276" 19 "SITTING" -0.99299207 -0.99679514 -0.99299207 -0.99679514 -0.99764177 -0.99191619 -0.98196553 -0.98780645 -0.99605101 -0.99268915 -0.99278366 -0.994896 -0.995965 -0.98697699 -0.98181286 -0.99582534 -0.9961886 -0.99520205
"6277" 11 "SITTING" -0.98020685 -0.9983362 -0.98020685 -0.9983362 -0.98466253 -0.98612313 -0.95021445 -0.99615585 -0.98750344 -0.99422282 -0.98184678 -0.99000215 -0.98266819 -0.98533066 -0.95565777 -0.89956185 -0.98735939 -0.98980453
"6278" 28 "SITTING" -0.98715444 -0.99306074 -0.98715444 -0.99306074 -0.98572477 -0.97492029 -0.98474582 -0.9881555 -0.9927106 -0.98097476 -0.99134472 -0.99253609 -0.98800633 -0.98563127 -0.98589639 -0.99588548 -0.99336095 -0.99238968
"6279" 30 "SITTING" -0.91625133 -0.98055717 -0.91625133 -0.98055717 -0.96210166 -0.98563341 -0.93609191 -0.94806485 -0.97488714 -0.97479735 -0.91684673 -0.98577756 -0.96370963 -0.98409305 -0.93564718 -0.99280995 -0.97356115 -0.99155046
"6280" 28 "SITTING" -0.98830219 -0.99964839 -0.98830219 -0.99964839 -0.98907092 -0.98736036 -0.98707013 -0.98695443 -0.99260448 -0.9895385 -0.99141142 -0.99077083 -0.9897008 -0.99405771 -0.98966164 -0.99590039 -0.993865 -0.99530043
"6281" 21 "SITTING" -0.89780364 -0.9841859 -0.89780364 -0.9841859 -0.97554634 -0.97610522 -0.89743654 -0.84058871 -0.98792309 -0.98073271 -0.90138971 -0.94471903 -0.97665226 -0.96310846 -0.89642259 -0.90526205 -0.98979747 -0.98393712
"6282" 19 "SITTING" -0.9908011 -0.99424358 -0.9908011 -0.99424358 -0.99439239 -0.99678952 -0.99260067 -0.99253799 -0.99663719 -0.99467097 -0.99092556 -0.99267443 -0.99392842 -0.97846011 -0.99199114 -0.99602444 -0.99582973 -0.99939661
"6283" 19 "SITTING" -0.96619984 -0.98977909 -0.96619984 -0.98977909 -0.98255599 -0.99403108 -0.96665124 -0.99253799 -0.98325113 -0.99347151 -0.96755928 -0.99152582 -0.98021697 -0.98175756 -0.96650334 -0.98246054 -0.98115592 -0.99761408
"6284" 29 "SITTING" -0.99479836 -0.99179562 -0.99479836 -0.99179562 -0.99743476 -0.98821487 -0.98748081 -0.98812007 -0.99797761 -0.99387828 -0.99412107 -0.99488831 -0.99706578 -0.99026483 -0.98606198 -0.99900276 -0.99786421 -0.99812869
"6285" 6 "SITTING" -0.96322298 -0.9886516 -0.96322298 -0.9886516 -0.96562455 -0.97165359 -0.95577369 -0.96734923 -0.96243338 -0.95319289 -0.96935043 -0.99237988 -0.96470646 -0.98978963 -0.96580469 -0.97925596 -0.96321146 -0.98767136
"6286" 29 "SITTING" -0.9948018 -0.99600066 -0.9948018 -0.99600066 -0.99389156 -0.99427916 -0.99136133 -0.99350529 -0.99871826 -0.99273497 -0.99603397 -0.99481785 -0.99405112 -0.98775602 -0.99164465 -0.99490111 -0.99823018 -0.99821077
"6287" 12 "SITTING" -0.89903953 -0.97763748 -0.89903953 -0.97763748 -0.9706447 -0.98268192 -0.89992572 -0.95300984 -0.97548945 -0.98741084 -0.90241874 -0.9876532 -0.97173197 -0.97747789 -0.89267875 -0.97978357 -0.98010994 -0.95491611
"6288" 5 "SITTING" -0.98604628 -0.99426422 -0.98604628 -0.99426422 -0.99027986 -0.98361489 -0.99152537 -0.99165366 -0.99095706 -0.99645988 -0.98719172 -0.98199476 -0.98998474 -0.98163591 -0.99275844 -0.9925491 -0.98939201 -0.9933113
"6289" 11 "SITTING" -0.59051741 -0.91415392 -0.59051741 -0.91415392 -0.94524188 -0.9940486 -0.80173417 -0.07879539 -0.96406815 -0.97113912 -0.58488463 -0.67349608 -0.94084134 -0.93622636 -0.78904486 -0.84355572 -0.95895021 -0.99296126
"6290" 23 "SITTING" -0.92584428 -0.97834087 -0.92584428 -0.97834087 -0.96147844 -0.98163314 -0.84394164 -0.82652203 -0.96138528 -0.99436682 -0.93207134 -0.99277355 -0.96205726 -0.98694811 -0.83762993 -0.96401274 -0.96385926 -0.96852936
"6291" 23 "SITTING" -0.91916181 -0.99925289 -0.91916181 -0.99925289 -0.97110642 -0.98163314 -0.91431558 -0.95608184 -0.96872094 -0.97797165 -0.92256874 -0.98863271 -0.9737692 -0.95933362 -0.91467657 -0.98843731 -0.97230259 -0.99611845
"6292" 30 "SITTING" -0.98743866 -0.99222302 -0.98743866 -0.99222302 -0.99288255 -0.99178901 -0.99416832 -0.99004405 -0.99751277 -0.99252499 -0.98910133 -0.99038278 -0.9936739 -0.99149416 -0.99420022 -0.99533108 -0.99795726 -0.99239541
"6293" 28 "SITTING" -0.97934566 -0.99097247 -0.97934566 -0.99097247 -0.9907198 -0.99171312 -0.98107279 -0.99348283 -0.99343612 -0.97979037 -0.97809428 -0.98376351 -0.99030556 -0.97607703 -0.98132949 -0.99612448 -0.99500786 -0.98796899
"6294" 28 "SITTING" -0.98168276 -0.99362106 -0.98168276 -0.99362106 -0.98954859 -0.99171312 -0.98102364 -0.99224442 -0.99338828 -0.99376077 -0.98304152 -0.97642266 -0.98953548 -0.98879077 -0.98207985 -0.99683617 -0.99476312 -0.99388241
"6295" 28 "SITTING" -0.98237708 -0.9824603 -0.98237708 -0.9824603 -0.98779115 -0.97516396 -0.98264061 -0.98886577 -0.9899531 -0.98159124 -0.98508944 -0.99401805 -0.98735324 -0.98062441 -0.98361129 -0.99384183 -0.98981478 -0.99236514
"6296" 28 "SITTING" -0.74608606 -0.9738878 -0.74608606 -0.9738878 -0.9767597 -0.95462679 -0.6324726 -0.62820101 -0.9733431 -0.96241695 -0.74888417 -0.85618207 -0.97573016 -0.9820689 -0.61934703 -0.52290805 -0.97329879 -0.99048962
"6297" 29 "SITTING" -0.99587519 -0.99271887 -0.99587519 -0.99271887 -0.99666957 -0.99422023 -0.9978808 -0.997181 -0.99820971 -0.9953229 -0.99616756 -0.99337557 -0.99530579 -0.98437759 -0.99751978 -0.99880122 -0.99866312 -0.99182617
"6298" 29 "SITTING" -0.98954953 -0.99468337 -0.98954953 -0.99468337 -0.99276255 -0.9879458 -0.98921502 -0.99873364 -0.99628156 -0.99007997 -0.99070861 -0.99378396 -0.99228611 -0.97982588 -0.9897578 -0.99763634 -0.9968628 -0.99402652
"6299" 29 "SITTING" -0.99529114 -0.99744834 -0.99529114 -0.99744834 -0.99178288 -0.9829553 -0.99762945 -0.99769976 -0.99920802 -0.99378818 -0.99569145 -0.99441848 -0.99010066 -0.98553226 -0.99742931 -0.99862916 -0.99894312 -0.99545208
"6300" 12 "SITTING" -0.97358584 -0.98163496 -0.97358584 -0.98163496 -0.98949001 -0.97473506 -0.945999 -0.92784811 -0.99192177 -0.99362656 -0.97277496 -0.99604529 -0.98949787 -0.97745245 -0.94617052 -0.95908567 -0.99342062 -0.99094334
"6301" 27 "SITTING" -0.98904356 -0.99169385 -0.98904356 -0.99169385 -0.98910733 -0.97891535 -0.98391884 -0.99655407 -0.99018028 -0.99240256 -0.98939921 -0.99741416 -0.9893216 -0.99108571 -0.9850319 -0.9949197 -0.9887663 -0.99395113
"6302" 5 "SITTING" -0.99261126 -0.99772568 -0.99261126 -0.99772568 -0.99565555 -0.98361489 -0.99083232 -0.99118702 -0.99328619 -0.99645988 -0.9931106 -0.98401555 -0.99411553 -0.99657697 -0.99147948 -0.992158 -0.99224762 -0.9923857
"6303" 28 "SITTING" -0.97287768 -0.99372511 -0.97287768 -0.99372511 -0.99476851 -0.99748335 -0.97202676 -0.98705116 -0.99357136 -0.98986547 -0.97056725 -0.99761678 -0.99541205 -0.99485541 -0.97034563 -0.99623566 -0.99399931 -0.99620382
"6304" 11 "SITTING" -0.99753551 -0.9983362 -0.99753551 -0.9983362 -0.99568399 -0.99244353 -0.99730649 -0.99615585 -0.99914883 -0.99422282 -0.99727499 -0.99889418 -0.99383177 -0.99451046 -0.99680692 -0.99864777 -0.99898548 -0.99783771
"6305" 28 "SITTING" -0.97415553 -0.9900224 -0.97415553 -0.9900224 -0.97694134 -0.97814508 -0.9781161 -0.99272753 -0.98623214 -0.98941774 -0.97559455 -0.98203775 -0.9775312 -0.9696791 -0.9792378 -0.99483823 -0.98420466 -0.98866069
"6306" 23 "SITTING" -0.98333422 -0.98983104 -0.98333422 -0.98983104 -0.98773004 -0.98259335 -0.97685384 -0.9841359 -0.9867328 -0.98214523 -0.98524797 -0.99054244 -0.98999382 -0.97464005 -0.97923246 -0.98796487 -0.98776721 -0.99430582
"6307" 12 "SITTING" -0.99118795 -0.9952046 -0.99118795 -0.9952046 -0.9928865 -0.9910638 -0.99432581 -0.9943995 -0.9952091 -0.99614663 -0.99084806 -0.99642183 -0.99384785 -0.98900199 -0.99518656 -0.99492449 -0.995211 -0.99004305
"6308" 12 "SITTING" -0.99057722 -0.9952046 -0.99057722 -0.9952046 -0.99253448 -0.9940692 -0.99236596 -0.99184165 -0.99513079 -0.99614663 -0.9912061 -0.99353262 -0.99068308 -0.98734616 -0.99234182 -0.99704308 -0.99409295 -0.99831788
"6309" 29 "SITTING" -0.99726788 -0.99179562 -0.99726788 -0.99179562 -0.99596563 -0.98821487 -0.99106344 -0.96018587 -0.99822195 -0.99387828 -0.99761864 -0.99449857 -0.99425407 -0.99603847 -0.9901128 -0.99855311 -0.9982649 -0.99713846
"6310" 29 "SITTING" -0.97876569 -0.99468337 -0.97876569 -0.99468337 -0.98634319 -0.97094958 -0.98759539 -0.99192688 -0.99559355 -0.99007997 -0.98073108 -0.9960879 -0.98477591 -0.97529896 -0.98826494 -0.99704176 -0.99629281 -0.99120659
"6311" 21 "SITTING" -0.87735725 -0.99692171 -0.87735725 -0.99692171 -0.99150818 -0.9960453 -0.84135884 -0.80126103 -0.99226424 -0.98919776 -0.87054447 -0.95862003 -0.99164831 -0.99203762 -0.83011476 -0.90713135 -0.99286979 -0.99712252
"6312" 29 "SITTING" -0.99394804 -0.99178271 -0.99394804 -0.99178271 -0.99365768 -0.9879458 -0.98737999 -0.99873364 -0.99637235 -0.98973578 -0.99448773 -0.99410887 -0.99423092 -0.98700231 -0.98751425 -0.99893961 -0.99629621 -0.99680596
"6313" 29 "SITTING" -0.99112009 -0.99253852 -0.99112009 -0.99253852 -0.99490572 -0.98111195 -0.99194992 -0.99670249 -0.99804632 -0.99075712 -0.99071155 -0.9886865 -0.99520737 -0.98741697 -0.99188685 -0.99827102 -0.99817332 -0.99309682
"6314" 21 "SITTING" -0.98803911 -0.99121846 -0.98803911 -0.99121846 -0.98726645 -0.99670016 -0.97947567 -0.98680061 -0.98900692 -0.98510597 -0.98911581 -0.99961098 -0.98670031 -0.98547042 -0.98089278 -0.9929935 -0.98895159 -0.99273968
"6315" 6 "SITTING" -0.6909637 -0.97947153 -0.6909637 -0.97947153 -0.77041172 -0.94428108 -0.6357081 -0.9339431 -0.75600316 -0.97757927 -0.71193971 -0.97679074 -0.74292682 -0.83579603 -0.65964816 -0.9663099 -0.72607183 -0.95064806
"6316" 5 "SITTING" -0.99276745 -0.99772568 -0.99276745 -0.99772568 -0.99305126 -0.9820929 -0.98988628 -0.99002869 -0.99162001 -0.98752412 -0.99530946 -0.98730612 -0.99391226 -0.97474798 -0.9914297 -0.98377696 -0.99051235 -0.99616767
"6317" 5 "SITTING" -0.9906113 -0.99391671 -0.9906113 -0.99391671 -0.99156884 -0.9820929 -0.98178719 -0.99002869 -0.99012851 -0.97544786 -0.99325271 -0.98146038 -0.99241456 -0.98006991 -0.98293682 -0.99115509 -0.98985133 -0.9932739
"6318" 12 "SITTING" -0.85602993 -0.97512423 -0.85602993 -0.97512423 -0.90091814 -0.96435424 -0.89126887 -0.97560708 -0.94312334 -0.95926199 -0.87125303 -0.96148148 -0.90109761 -0.97197663 -0.89857403 -0.95384948 -0.95106449 -0.94365254
"6319" 28 "SITTING" -0.98860468 -0.99181929 -0.98860468 -0.99181929 -0.98853179 -0.98736036 -0.98405983 -0.98580146 -0.99350808 -0.98228307 -0.99039325 -0.99581648 -0.99082514 -0.99356827 -0.98505867 -0.99882742 -0.99482919 -0.99160311
"6320" 21 "SITTING" -0.81214805 -0.96976049 -0.81214805 -0.96976049 -0.96705784 -0.97027777 -0.88270554 -0.51997941 -0.96888025 -0.97627016 -0.83898908 -0.78728732 -0.96421579 -0.9774034 -0.8743947 -0.99670767 -0.96882609 -0.99687434
"6321" 16 "SITTING" -0.99206675 -0.99594766 -0.99206675 -0.99594766 -0.99671294 -0.97948772 -0.9965071 -0.99756573 -0.99855234 -0.99144836 -0.9925052 -0.99763523 -0.99580682 -0.99755972 -0.99633417 -0.99407128 -0.99862339 -0.99323144
"6322" 19 "SITTING" -0.92209227 -0.97518145 -0.92209227 -0.97518145 -0.98373632 -0.96997881 -0.94962411 -0.99391257 -0.98417648 -0.98518706 -0.91804263 -0.99195022 -0.98054902 -0.98890032 -0.94937197 -0.98693477 -0.98367246 -0.99893155
"6323" 19 "SITTING" -0.94718397 -0.99063628 -0.94718397 -0.99063628 -0.98466656 -0.96849096 -0.8397205 -0.85698387 -0.98427835 -0.98367873 -0.94542055 -0.99173485 -0.98730197 -0.97178025 -0.83776687 -0.85029457 -0.98620856 -0.99445141
"6324" 28 "SITTING" -0.91067474 -0.99023057 -0.91067474 -0.99023057 -0.97771377 -0.97417523 -0.9317549 -0.92794654 -0.98506657 -0.97147667 -0.91086556 -0.98743822 -0.98351848 -0.95194369 -0.93288815 -0.97333441 -0.98825215 -0.98628455
"6325" 5 "SITTING" -0.99276139 -0.99281499 -0.99276139 -0.99281499 -0.98830247 -0.98861421 -0.97708946 -0.99393336 -0.98521971 -0.98594313 -0.99393 -0.99539842 -0.98673182 -0.9862947 -0.97942194 -0.99341921 -0.98614017 -0.99941255
"6326" 21 "SITTING" -0.99077992 -0.99121846 -0.99077992 -0.99121846 -0.98902783 -0.98171105 -0.96908861 -0.98680061 -0.99058327 -0.99558409 -0.99129269 -0.99889682 -0.99013142 -0.98381132 -0.96981159 -0.98373854 -0.99142758 -0.99573918
"6327" 12 "SITTING" -0.9782872 -0.99788981 -0.9782872 -0.99788981 -0.98617731 -0.95991708 -0.95048836 -0.98436375 -0.98772311 -0.97775496 -0.97985174 -0.98671547 -0.98892272 -0.99495009 -0.95079827 -0.96561567 -0.98972028 -0.99308507
"6328" 29 "SITTING" -0.99249882 -0.99528596 -0.99249882 -0.99528596 -0.99508094 -0.99802805 -0.89712673 -0.94216149 -0.99787402 -0.9918248 -0.99230553 -0.9876325 -0.99497655 -0.98109403 -0.89349096 -0.8553439 -0.99821997 -0.99524209
"6329" 29 "SITTING" -0.98806879 -0.99528596 -0.98806879 -0.99528596 -0.98605309 -0.99802805 -0.97511025 -0.9753618 -0.99277403 -0.9918248 -0.98896331 -0.99596312 -0.98701593 -0.97043983 -0.9744348 -0.98347786 -0.99343854 -0.99506722
"6330" 23 "SITTING" -0.95665615 -0.99122766 -0.95665615 -0.99122766 -0.95819657 -0.98639649 -0.84487958 -0.99824038 -0.94186625 -0.98996495 -0.95893418 -0.98314314 -0.95011301 -0.98457879 -0.86623957 -0.72963298 -0.93668263 -0.95165642
"6331" 5 "SITTING" -0.98536396 -0.99367201 -0.98536396 -0.99367201 -0.99107741 -0.98401334 -0.97602235 -0.98608932 -0.99055215 -0.97720011 -0.98741189 -0.99212336 -0.99497803 -0.95870518 -0.97721607 -0.99478511 -0.99081078 -0.98927757
"6332" 16 "SITTING" -0.99565566 -0.9962628 -0.99565566 -0.9962628 -0.99027768 -0.9903102 -0.99832481 -0.9990716 -0.99830148 -0.99000869 -0.99719614 -0.98969151 -0.99016426 -0.99034014 -0.99869271 -0.99650011 -0.99802787 -0.99883272
"6333" 29 "SITTING" -0.99465831 -0.99036725 -0.99465831 -0.99036725 -0.99288974 -0.9836147 -0.99184145 -0.99116354 -0.99770225 -0.98959255 -0.99457453 -0.9875054 -0.99436094 -0.97936098 -0.99176818 -0.99359619 -0.99760492 -0.99682582
"6334" 29 "SITTING" -0.9991557 -0.99493621 -0.9991557 -0.99493621 -0.99281358 -0.9836147 -0.99779642 -0.9928516 -0.99862162 -0.99401131 -0.99914366 -0.98842476 -0.99143495 -0.99511446 -0.99781159 -0.99713952 -0.99883047 -0.99633193
"6335" 29 "SITTING" -0.99720382 -0.99493621 -0.99720382 -0.99493621 -0.99625003 -0.9771634 -0.99832811 -0.9928516 -0.99831994 -0.99401131 -0.99697191 -0.99301267 -0.99480895 -0.98203408 -0.99818359 -0.99960154 -0.99879458 -0.99843241
"6336" 28 "SITTING" -0.98760247 -0.98762803 -0.98760247 -0.98762803 -0.99190164 -0.98099426 -0.98613568 -0.99457502 -0.9969588 -0.99208725 -0.98766494 -0.99613368 -0.99183512 -0.99633451 -0.9847778 -0.99466744 -0.99685676 -0.99696511
"6337" 27 "SITTING" -0.99545807 -0.98785255 -0.99545807 -0.98785255 -0.99556847 -0.98750542 -0.99531532 -0.99630766 -0.99814232 -0.99205501 -0.99501674 -0.99941754 -0.99431338 -0.98081647 -0.99533698 -0.9971816 -0.99806631 -0.99982273
"6338" 12 "SITTING" -0.87841756 -0.95532699 -0.87841756 -0.95532699 -0.95304181 -0.98373467 -0.87025693 -0.65353277 -0.96345193 -0.97269556 -0.8738075 -0.97879858 -0.94867397 -0.94782785 -0.87015164 -0.94182662 -0.96225401 -0.98135809
"6339" 12 "SITTING" -0.88830587 -0.95532699 -0.88830587 -0.95532699 -0.96740613 -0.98268192 -0.78124244 -0.90434636 -0.96475537 -0.98741084 -0.88661609 -0.99135757 -0.96614913 -0.99503064 -0.77385067 -0.89826532 -0.96622374 -0.98133574
"6340" 28 "SITTING" -0.90247791 -0.9738878 -0.90247791 -0.9738878 -0.97050045 -0.96942495 -0.83429546 -0.94776081 -0.96946898 -0.96996623 -0.90542946 -0.96702238 -0.97246105 -0.98742334 -0.83719138 -0.85261393 -0.96543926 -0.97561677
"6341" 6 "SITTING" -0.66596805 -0.99735234 -0.66596805 -0.99735234 -0.81307118 -0.95706364 -0.63545253 -0.94617363 -0.80840011 -0.97757927 -0.67792797 -0.99473503 -0.80750036 -0.95605476 -0.66120914 -0.86190483 -0.81920016 -0.90307382
"6342" 23 "SITTING" -0.98839634 -0.99693258 -0.98839634 -0.99693258 -0.98939447 -0.98391018 -0.97721862 -0.99824038 -0.99026885 -0.98996495 -0.9909914 -0.99991571 -0.98907489 -0.97949276 -0.97873252 -0.99457232 -0.9898658 -0.99648682
"6343" 21 "SITTING" -0.98866394 -0.98868395 -0.98866394 -0.98868395 -0.98984776 -0.99670016 -0.9832961 -0.98257889 -0.99126714 -0.97738371 -0.9883443 -0.9934713 -0.9892194 -0.97208687 -0.98422364 -0.99234951 -0.99312662 -0.97907389
"6344" 28 "SITTING" -0.96893019 -0.9877376 -0.96893019 -0.9877376 -0.98634318 -0.98746399 -0.96430127 -0.98983328 -0.98544616 -0.98386309 -0.97340299 -0.99487036 -0.98877625 -0.96576419 -0.96720199 -0.97129953 -0.98536119 -0.99595575
"6345" 28 "SITTING" -0.8979262 -0.98371904 -0.8979262 -0.98371904 -0.88104059 -0.96912787 -0.91234636 -0.97894209 -0.93739082 -0.98719894 -0.92341169 -0.96495099 -0.88003262 -0.99176324 -0.93441524 -0.95605866 -0.93538765 -0.97064302
"6346" 28 "SITTING" -0.75167545 -0.86105996 -0.75167545 -0.86105996 -0.93162401 -0.92949967 -0.87620457 -0.68649231 -0.93588964 -0.98871745 -0.77626629 -0.89481513 -0.93638939 -0.98860681 -0.87425881 -0.98395673 -0.93667685 -0.95564698
"6347" 27 "SITTING" -0.99562399 -0.99561862 -0.99562399 -0.99561862 -0.99512377 -0.99221204 -0.99497324 -0.9952086 -0.99555718 -0.99209542 -0.99638462 -0.99037742 -0.99424119 -0.99316397 -0.99575829 -0.99093705 -0.9951145 -0.99727605
"6348" 29 "SITTING" -0.98064988 -0.99275633 -0.98064988 -0.99275633 -0.98778788 -0.98006838 -0.98775128 -0.9880932 -0.99520971 -0.99664312 -0.98109115 -0.98751324 -0.98615264 -0.98859877 -0.98803529 -0.99763386 -0.99493028 -0.99791268
"6349" 28 "SITTING" -0.98003617 -0.98444567 -0.98003617 -0.98444567 -0.9734486 -0.98734525 -0.97858157 -0.98326079 -0.99166226 -0.98937497 -0.9847783 -0.9941926 -0.97691012 -0.98393078 -0.97921592 -0.99427323 -0.99417967 -0.98686533
"6350" 28 "SITTING" -0.8662437 -0.99023057 -0.8662437 -0.99023057 -0.97060335 -0.97054365 -0.89624358 -0.92794654 -0.97265365 -0.97007988 -0.86526717 -0.98312327 -0.97545335 -0.95772717 -0.89026471 -0.99363294 -0.97844043 -0.96451773
"6351" 29 "SITTING" -0.99100338 -0.99803828 -0.99100338 -0.99803828 -0.99534825 -0.9891721 -0.98988393 -0.99267461 -0.99629157 -0.99520917 -0.9912903 -0.98635416 -0.9948037 -0.99847342 -0.98958609 -0.99843582 -0.99606717 -0.99467776
"6352" 28 "SITTING" -0.97713665 -0.99256325 -0.97713665 -0.99256325 -0.98641661 -0.96389214 -0.9805829 -0.98909944 -0.98887428 -0.99198179 -0.97945745 -0.98765017 -0.98825648 -0.97261917 -0.98147193 -0.99635925 -0.98919254 -0.98525854
"6353" 12 "SITTING" -0.9542428 -0.99788981 -0.9542428 -0.99788981 -0.97480998 -0.95991708 -0.86662757 -0.91967515 -0.9872957 -0.97775496 -0.95488233 -0.98913621 -0.97836341 -0.96333883 -0.86039953 -0.90761588 -0.99004325 -0.98166918
"6354" 28 "SITTING" -0.9555881 -0.98802953 -0.9555881 -0.98802953 -0.97488678 -0.95466713 -0.96465915 -0.98291853 -0.98487606 -0.97043876 -0.96024749 -0.995289 -0.97962217 -0.98446441 -0.96700974 -0.99519978 -0.9868809 -0.98834727
"6355" 28 "SITTING" -0.97266969 -0.98856697 -0.97266969 -0.98856697 -0.97455095 -0.98159614 -0.9808115 -0.98880865 -0.98796231 -0.9785661 -0.97689544 -0.99449525 -0.97636864 -0.97062804 -0.98358708 -0.98891309 -0.99096143 -0.98181958
"6356" 2 "SITTING" -0.74242052 -0.89710444 -0.74242052 -0.89710444 -0.95932413 -0.95937869 -0.95412719 -0.89430047 -0.97409955 -0.97096792 -0.75860576 -0.83231266 -0.95702992 -0.98501509 -0.95551536 -0.99612468 -0.97435094 -0.99093497
